vip,title,year,kms,city,province,transmission,price,age,age_sq,year_norm,year_norm_sq,kms_norm,kms_norm_sq,10th Quantile,50th Quantile,90th Quantile,cheap,expensive
29242741,2017 Subaru Outback 3.6R LIMITED,2017,119000,St. Eustache,QC,Automatic,21995,7,49,0.19,0.0361,119,14161,19587.7385742677,23580.4910741237,27770.082257735,False,False
29266156,2017 Subaru Outback 2.5i Touring,2017,111254,St. Catharines,ON,Automatic,23498,7,49,0.19,0.0361,111.254,12377.452516,19907.6644508142,24100.9680248332,28369.1807830265,False,False
29452960,"2022 Subaru Outback Limited CVT, Heated Seats, Power Liftgate",2022,1634,Winnipeg,MB,CVT,44788,2,4,0.24,0.0576,1.634,2.669956,37507.4308437453,45539.3312539986,49434.4416996272,False,False
29522468,2017 Subaru Outback 2.5i Limited,2017,117626,Winnipeg,MB,Automatic,25980,7,49,0.19,0.0361,117.626,13835.875876,19644.4393654928,23671.9071863117,27875.4503084157,False,False
29240076,2022 Subaru Outback WILDERNESS AWD 2.4L TURBO AUTO CUIR TOIT 15 220 KM,2022,15220,Lévis,QC,Automatic,45994,2,4,0.24,0.0576,15.22,231.6484,36930.319439609,44326.0734920746,48085.2391348212,False,False
29159442,2014 Subaru Outback 4dr Wgn H4 Auto 2.5i Premium,2014,197133,Montreal,QC,Automatic,13000,10,100,0.16,0.0256,197.133,38861.419689,10524.5908286209,13422.30546818,17349.5335745684,False,False
29219289,2018 Subaru Outback Limited 3.6R EyeSight Navi Cuir Toit Mags 18,2018,111765,Sainte-Julie,QC,Automatic,26495,6,36,0.2,0.04,111.765,12491.415225,22165.5167569708,26274.1187628636,30300.2393461717,False,False
29495032,2012 Subaru Outback 2.5i w/Convenience Pkg,2012,217000,Old Ottawa South,ON,Automatic,7500,12,144,0.14,0.0196,217,47089,6612.00484904923,9580.4703365068,13514.1226390265,False,False
29170706,2019 Subaru Outback 2.5i AWD with Heated Seats,2019,37966,Sherwood Park,AB,Automatic,33625,5,25,0.21,0.0441,37.966,1441.417156,27685.9457044733,34226.4705295175,38731.4841836991,False,False
29328098,2021 Subaru Outback Outdoor XT w/ 2.4L and LOADED!,2021,28140,Saint John,NB,Automatic,43888,3,9,0.23,0.0529,28.14,791.8596,33461.8387494572,40319.7462313168,44303.3230482888,False,False
29357844,2019 Subaru Outback 2.5i AWD/AUTO/BACKUPCAM/BLUETOOTH/CRUISE,2019,57922,Edmonton,AB,Automatic,34688,5,25,0.21,0.0441,57.922,3354.958084,26846.9408932098,32607.7629094292,36912.0298190928,False,False
29429293,2018 Subaru Outback 2.5i Limited AWD,2018,186000,Winnipeg,MB,Automatic,25988,6,36,0.2,0.04,186,34596,19127.0828178181,21805.2759193541,25074.5392131618,False,True
29469851,2018 Subaru Outback Premier,2018,38000,-,ON,,26500,6,36,0.2,0.04,38,1444,25244.8920819416,31845.7342929817,36616.5680212877,False,False
29509459,2024 Subaru Outback Limited,2024,0,Edmonton,AB,Automatic,47902,0,0,0.26,0.0676,0,0,43901.9999999999,51973.9929621165,55089.831145578,False,False
29138369,2011 Subaru Outback 2.5i Prem,2011,191000,Mirabel,QC,Automatic,9995,13,169,0.13,0.0169,191,36481,6345.26080970646,9661.05722743061,13923.1071704411,False,False
29413944,2020 Subaru Outback Touring,2020,58344,Orangeville,ON,Automatic,34999,4,16,0.22,0.0484,58.344,3404.022336,29429.5090876162,35122.3708048744,39126.9715840424,False,False
28879307,2012 Subaru Outback 3.6R w/Limited & Nav Pkg,2012,191000,Cambridge,ON,Automatic,12999,12,144,0.14,0.0196,191,36481,7660.3845164987,10848.6938252909,15049.3573542311,False,False
29466709,2021 Subaru Outback Limited XT,2021,29490,Stratford,ON,Automatic,41750,3,9,0.23,0.0529,29.49,869.6601,33404.796359383,40204.8915961372,44174.922914224,False,False
29182636,2018 Subaru Outback AWD | CONVENIENCE | APP CONNECT | CAMERA | HEATED SEATS,2018,107187,Kitchener,ON,Automatic,26793,6,36,0.2,0.04,107.187,11489.052969,22354.8828653768,26587.0888215556,30659.6410674164,False,False
28997095,2018 Subaru Outback TOURING AWD * BAS KM* TOIT SIÈGES CHAUFF CARPLAY,2018,79138,Saint-Jérôme,QC,Automatic,24495,6,36,0.2,0.04,79.138,6262.823044,23520.1567801612,28599.44216838,32955.8607741236,False,False
29390019,"2019 Subaru Outback Limited AWD - Leather, Sunroof, Navigation, Blindspot Monitor, Power Liftgate, Alloy Wheels & More!",2019,70000,Guelph,ON,Automatic,32788,5,25,0.21,0.0441,70,4900,26341.2814715326,31668.1550722495,35850.6631611395,False,False
29379481,2015 Subaru Outback 3.6R w/Limited & Tech Pkg | CLEAN CARFAX | AWD | LEATHER | V6 | SUNROOF | NAVIGATION | PUSH BUTTON START | FRONT & REAR HEATED S,2015,117707,Surrey,BC,Automatic,26897,9,81,0.17,0.0289,117.707,13854.937849,15565.0672427496,19760.8847899807,24349.6607497422,False,True
29574584,2009 Subaru Outback,2009,200000,Victoria Harbour,ON,Automatic,1250,15,225,0.11,0.0121,200,40000,3833.19653719869,7341.0486009859,11545.7866372475,True,False
29554936,2013 Subaru Outback,2013,195000,Saint-Gérard,QC,Automatic,8500,11,121,0.15,0.0225,195,38025,8974.37635546176,12002.1407772884,16071.1449026072,True,False
28913625,2017 Subaru Outback 2.5i,2017,130659,Boucherville,QC,Automatic,18790,7,49,0.19,0.0361,130.659,17071.774281,19107.4447840488,22820.5275632378,26891.6280214416,True,False
29138031,2019 Subaru Outback AWD | TOURING | SUNROOF | BLINDSPOT | XENONS,2019,100876,Kitchener,ON,Automatic,28492,5,25,0.21,0.0441,100.876,10175.967376,25055.932675899,29403.5614627029,33273.9141374377,False,False
29436062,"2021 Subaru Outback LIMITED XT,CAMÉRA DE RECUL,BANCS CHAUFFANTS,TOIT",2021,46533,Repentigny,QC,Automatic,38995,3,9,0.23,0.0529,46.533,2165.320089,32686.395810695,38787.3925308399,42586.2083404437,False,False
29005090,"2012 Subaru Outback TOURING ~AUTOMATIC, FULLY CERTIFIED WITH WARRANTY!",2012,203312,Toronto,ON,Automatic,9990,12,144,0.14,0.0196,203.312,41335.769344,7163.00746044206,10230.6812150762,14305.0181543633,False,False
29073970,2011 Subaru Outback,2011,248995,-,QC,,2300,13,169,0.13,0.0169,248.995,61998.510025,4016.99757431124,7024.42930716024,10689.6405342615,True,False
29093301,2016 Subaru Outback 3.6R Limited,2016,147591,Whitby,ON,Automatic,22500,8,64,0.18,0.0324,147.591,21783.103281,16294.2620176499,19729.1807163964,23835.529220026,False,False
29488830,2018 Subaru Outback LIMITED | LEATHER HEATED SEATS | SUNROOF | AWD,2018,102209,Prince George,BC,Automatic,32829,6,36,0.2,0.04,102.209,10446.679681,22561.0569402529,26932.3328622503,31055.3416730202,False,True
29063230,2012 Subaru Outback 3.6R Limited,2012,134664,Parksville,BC,Automatic,19995,12,144,0.14,0.0196,134.664,18134.392896,9957.54979294925,14077.205939149,18853.2973530883,False,True
29071569,"2013 Subaru Outback **TOURING**AWD**SIÈGES CHAUFFANTS**MAGS**Financement 1ère, 2e et 3e chance !!! 100% Approuvé !!**",2013,233628,Sainte-Rose,QC,Automatic,8795,11,121,0.15,0.0225,233.628,54582.042384,7421.19901090781,10200.5043481828,13872.2753241775,False,False
29030099,2018 Subaru Outback Touring,2018,113079,Cayuga,ON,Automatic,24995,6,36,0.2,0.04,113.079,12786.860241,22111.2066446517,26185.0906726579,30197.8789986104,False,False
29134665,2020 Subaru Outback 2.4i Premier XT >>No accident<<,2020,44527,Thornhill,ON,Automatic,39985,4,16,0.22,0.0484,44.527,1982.653729,30009.8817066624,36233.1244883944,40376.7819157377,False,False
29071706,2022 Subaru Outback Premier XT,2022,14119,Oakville,ON,Automatic,43999,2,4,0.24,0.0576,14.119,199.346161,36977.0123754849,44422.9709211166,48193.1626935811,False,False
28524020,2021 Subaru Outback Touring - Sunroof - Heated Seats - Rear Camera,2021,24288,Mississauga,ON,Automatic,36995,3,9,0.23,0.0529,24.288,589.906944,33624.7101575273,40649.5408150907,44671.7539607158,False,False
29521843,2020 Subaru Outback Premier,2020,51617,Toronto,ON,Automatic,38400,4,16,0.22,0.0484,51.617,2664.314689,29711.8087234515,35658.2154686629,39730.5500451376,False,False
29430525,2016 Subaru Outback Limited AWD Automatic Low Mileage Only 30 K Adaptive Cruise Control Navi Leather Sunroof,2016,31648,Gatineau,QC,Automatic,27880,8,64,0.18,0.0324,31.648,1001.595904,21115.5525924848,28132.5376913322,33411.7193797116,False,False
29553394,2020 Subaru Outback Premier | AWD | ONE OWNER | NO ACCIDENTS | CARPLAY | BLINDSPOT,2020,20992,Waterloo,ON,Automatic,39000,4,16,0.22,0.0484,20.992,440.664064,31003.2972604634,38216.1877485585,42596.1134125787,False,False
29577819,2015 Subaru Outback 2.5i w/Limited &amp; Tech Pkg,2015,259000,Whitby,ON,Automatic,9500,9,81,0.17,0.0289,259,67081,9843.43691152723,12410.83680766,15551.5590209022,True,False
29135502,"2020 Subaru Outback TOURING 2.5 4 CYL AWD, TOIT OUVRANT, BLINDSPOT",2020,73716,Notre-Dame-des-Pins,QC,Automatic,16995,4,16,0.22,0.0484,73.716,5434.048656,28786.2931815607,33933.0964569556,37782.6886259779,True,False
28664846,"2020 Subaru Outback Outdoor XT AWD - Sunroof, Leather, EyeSight Package, Reverse Camera, Heated Seats & Much More!",2020,117000,Guelph,ON,Automatic,32998,4,16,0.22,0.0484,117,13689,26989.1406859396,30847.4110228479,34258.8249422055,False,False
29106119,2015 Subaru Outback 2.5i,2015,149751,Gatineau,QC,Automatic,17900,9,81,0.17,0.0289,149.751,22425.362001,14248.155049127,17731.2652926488,21993.9931249026,False,False
28810312,2021 Subaru Outback Touring,2021,27669,Okotoks,AB,Automatic,39999,3,9,0.23,0.0529,27.669,765.573561,33481.7449333578,40359.9065974583,44348.2087108665,False,False
28965343,2010 Subaru Outback,2010,150000,-,ON,,5500,14,196,0.12,0.0144,150,22500,6859.13573719421,10927.9500915891,15641.3390190513,True,False
29026454,2022 Subaru Outback Limited,2022,14288,Saint-Jean-sur-Richelieu,QC,Automatic,41990,2,4,0.24,0.0576,14.288,204.146944,36969.8442900379,44408.0811553534,48176.5805580325,False,False
28938581,2021 Subaru Outback TOURING AUTO|TOIT|CAM,2021,11688,Saint-Léonard,QC,Automatic,36718,3,9,0.23,0.0529,11.688,136.609344,34158.6097629816,41749.7847260726,45898.2387812557,False,False
29004934,2017 Subaru Outback 3.6R Touring,2017,162126,Moncton,NB,Automatic,22699,7,49,0.19,0.0361,162.126,26284.839876,17818.6386275838,20910.0230037189,24660.4095944052,False,False
28947116,2016 Subaru Outback 2.5i Limited w-Tech NAVI LEATHER SUNROOF NO CLAIMS,2016,107800,Winnipeg,MB,Automatic,26991,8,64,0.18,0.0324,107.8,11620.84,17932.1994036797,22299.2299363584,26810.1290293359,False,True
28617537,2020 Subaru Outback 2.5i AWD Convenience PKG w/Eyesite Safety Package,2020,134788,Calgary,AB,Automatic,25985,4,16,0.22,0.0484,134.788,18167.804944,26256.5708176346,29691.8671240353,32922.4756245443,True,False
28022588,2018 Subaru Outback 3.6R Premier EyeSight Package,2018,143000,Hawkesbury,ON,Automatic,23900,6,36,0.2,0.04,143,20449,20879.6666151733,24254.6647381516,27963.23578307,False,False
28798275,2020 Subaru Outback Convenience,2020,146000,Melfort,SK,Automatic,26999,4,16,0.22,0.0484,146,21316,25796.6151184205,28997.1998638476,32113.6254623782,False,False
29107219,2015 Subaru Outback 3.6R w/Limited & Tech Pkg,2015,86154,Kingston,ON,Automatic,24995,9,81,0.17,0.0289,86.154,7422.511716,16872.8621130334,21967.3044491903,26875.7811916786,False,False
27699310,2018 Subaru Outback TOURING W/TECH PKG AUT0 AWD SUNROOF P/SEAT CAMERA,2018,66967,Toronto,ON,Automatic,25500,6,36,0.2,0.04,66.967,4484.579089,24028.4898639478,29523.3568587703,34002.6208621035,False,False
29422818,2017 Subaru Outback 2.5i Limited | $0 DOWN | EVERYONE APPROVED!,2017,127671,Calgary,AB,Automatic,29988,7,49,0.19,0.0361,127.671,16299.884241,19230.3929568042,23012.6087969833,27114.0938268295,False,True
29565739,2018 Subaru Outback 2.5i,2018,108474,Calgary,AB,Automatic,30988,6,36,0.2,0.04,108.474,11766.608676,22301.6235676158,26498.6656313881,30558.167529671,False,True
29574586,2016 Subaru Outback 2.5i w/Limited & Tech Pkg,2016,134961,Ottawa,ON,Automatic,21995,8,64,0.18,0.0324,134.961,18214.471521,16812.2662581319,20509.3954591841,24744.3827675822,False,False
28516312,2019 Subaru Outback 2.5i Limited,2019,93987,Thunder Bay,ON,Automatic,31986,5,25,0.21,0.0441,93.987,8833.556169,25341.8066079609,29891.7135250377,33831.8250653693,False,False
28897230,2018 Subaru Outback 2.5i Premium,2018,73438,Anjou,QC,Automatic,25995,6,36,0.2,0.04,73.438,5393.139844,23758.0192399072,29028.3143656586,33442.2895483277,False,False
28132900,2018 Subaru Outback TOURING 3.6R AWD + TOIT,2018,62332,Lévis,QC,Automatic,28495,6,36,0.2,0.04,62.332,3885.278224,24222.5043116188,29883.2753767531,34409.269306307,False,False
28595936,2021 Subaru Outback Touring | Sunroof | Heated Steering Wheel,2021,71017,Prince George,BC,Automatic,38965,3,9,0.23,0.0529,71.017,5043.414289,31659.9450430815,36856.3501056109,40408.5127155012,False,False
28098676,2019 Subaru Outback TOURING | SUNROOF | BLIND SPOT | CAMERA,2019,22299,Kitchener,ON,Automatic,33892,5,25,0.21,0.0441,22.299,497.245401,28347.7056449408,35555.1028095392,40217.3422887925,False,False
28489636,2019 Subaru Outback LIMITED - TOW HITCH,2019,76406,Calgary,AB,Automatic,33995,5,25,0.21,0.0441,76.406,5837.876836,26073.7395791528,31182.0679708401,35299.9171638451,False,False
28308436,2019 Subaru Outback 2.5i | CLEAN CARFAX | APPLE CARPLAY | ROOF RAILS | CARGO SHADE |,2019,103508,Winnipeg,MB,Automatic,28422,5,25,0.21,0.0441,103.508,10713.906064,24946.8502849898,29219.6551263818,33063.3389673757,False,False
28970871,2021 Subaru Outback 2.5i Limited AWD w/Eyesite Pkg. X Mode & Bluetooth,2021,32381,Calgary,AB,Automatic,42985,3,9,0.23,0.0529,32.381,1048.529161,33282.7087216061,39960.2027807775,43901.2184067501,False,False
28829645,2018 Subaru Outback Ltd 2.5l Cuir Toit,2018,96318,Cowansville,QC,Automatic,27995,6,36,0.2,0.04,96.318,9277.157124,22805.3977272305,27347.5307533662,31530.2070947131,False,False
27763070,2021 Subaru Outback Premier,2021,17500,Winnipeg,MB,Automatic,47999,3,9,0.23,0.0529,17.5,306.25,33912.1205081878,41238.1880277106,45328.4375277704,False,True
29190418,2012 Subaru Outback 2.5i w/Limited & Nav Pkg,2012,166436,Winnipeg,MB,Automatic,16999,12,144,0.14,0.0196,166.436,27700.942096,8657.70788237486,12175.5539419273,16627.6449898928,False,True
29614753,2012 Subaru Outback,2012,276000,-,QC,,5900,12,144,0.14,0.0196,276,76176,4260.63338849328,7222.15188302503,10546.5167001281,False,False
28782079,2020 Subaru Outback Convenience,2020,131974,St. Catharines,ON,Automatic,25298,4,16,0.22,0.0484,131.974,17417.136676,26372.2285650891,29870.3046287174,33129.5442977706,True,False
29040258,2020 Subaru Outback Premier,2020,38010,Bolton,ON,Automatic,39990,4,16,0.22,0.0484,38.01,1444.7601,30284.3538204227,36770.7577400417,40979.9141241063,False,False
29523703,2017 Subaru Outback 3.6R LIMITED CUIR TOIT NAVIGATION AWD,2017,74961,Cowansville,QC,Automatic,28984,7,49,0.19,0.0361,74.961,5619.151521,21415.4509473181,26705.1942494542,31340.7030391155,False,False
29457479,2023 Subaru Outback Wilderness,2023,16124,Hinton,AB,Automatic,49995,1,1,0.25,0.0625,16.124,259.983376,39974.1811752659,47304.7649203523,50671.7000441694,False,False
29610304,2010 Subaru Outback Premium,2010,300000,-,AB,,6900,14,196,0.12,0.0144,300,90000,845.518683072245,4263.98037506859,7432.67713038914,False,False
28455923,2019 Subaru Outback 3.6R Premier avec ensemble EyeSight,2019,29725,Victoriaville,QC,Automatic,34991,5,25,0.21,0.0441,29.725,883.575625,28033.7007700424,34919.0041940914,39506.7614319584,False,False
28828505,"2020 Subaru Outback Touring - heated seats, sunroof, AWD",2020,64988,Red Deer,AB,Automatic,34997,4,16,0.22,0.0484,64.988,4223.440144,29151.1822515377,34602.341421065,38539.9842974272,False,False
29580623,2013 Subaru Outback 3.6R,2013,212000,-,ON,,8300,11,121,0.15,0.0225,212,44944,8288.80363386278,11171.1564614735,15065.5877721591,False,False
29226807,2002 Subaru Outback,2002,386000,Hillsdale,ON,Manual,2000,22,484,0.04,0.0016,386,148996,-5943.13628240095,526.66252132412,2000.00000000047,False,False
28910124,2016 Subaru Outback Limited,2016,157136,Gatineau,QC,Automatic,22400,8,64,0.18,0.0324,157.136,24691.722496,15903.9520622047,19161.4698217556,23170.4582518738,False,False
28630191,"2017 Subaru Outback AWD,Sunroof,Camera,Blind Spots*One Owner*No Accident*Certified*",2017,192047,Mississauga,ON,Automatic,18488,7,49,0.19,0.0361,192.047,36882.050209,16603.2774437483,19283.6816817415,22727.8743429827,False,False
29566573,2005 Subaru Outback i,2005,317696,Wildwood,AB,Automatic,4500,19,361,0.07,0.0049,317.696,100930.748416,-3210.34063120436,1247.85208579082,3954.17783232949,False,True
29059519,"2014 Subaru Outback 2.5i Premium, AWD, MAGS, BLUETOOTH, A/C",2014,164918,Sainte-Catherine,QC,Automatic,13977,10,100,0.16,0.0256,164.918,27197.946724,11831.7330520525,15147.042440912,19404.1108414568,False,False
28888201,2014 Subaru Outback,2014,189210,-,QC,Automatic,13750,10,100,0.16,0.0256,189.21,35800.4241,10845.010209515,13826.5494075295,17835.0284926536,False,False
29609773,2007 Subaru Outback 3.0 R,2007,270000,Sainte-Adèle,QC,Automatic,2000,17,289,0.09,0.0081,270,72900,-471.191621221486,3191.23985393145,6592.176303544,False,False
29494136,2019 Subaru Outback Limited,2019,130000,Georgetown,ON,Automatic,37000,5,25,0.21,0.0441,130,16900,23853.1508852089,27448.5094303223,31023.2425288004,False,True
28734965,2013 Subaru Outback 3.6R Limited Package,2013,156712,North York,ON,Automatic,14990,11,121,0.15,0.0225,156.712,24558.650944,10530.1161376143,14093.0285483116,18553.7861059706,False,False
28537198,2018 Subaru Outback Limited | CLEAN CARFAX | SUNROOF | APPLE CARPLAY | ROOF RAILS |,2018,116684,Winnipeg,MB,Automatic,29422,6,36,0.2,0.04,116.684,13615.155856,21962.3029056155,25942.6765358456,29918.8754553068,False,False
29068871,2013 Subaru Outback 2.5i Touring,2013,200040,-,QC,Automatic,7900,11,121,0.15,0.0225,200.04,40016.0016,8770.79193774187,11749.5332940312,15766.8223093105,True,False
29418403,2016 Subaru Outback,2016,119500,Québec,QC,Automatic,17400,8,64,0.18,0.0324,119.5,14280.25,17448.7746074316,21509.4911420243,25901.659002472,True,False
29494845,2018 Subaru Outback,2018,98990,Morin-Heights,QC,Automatic,25400,6,36,0.2,0.04,98.99,9799.0201,22694.5238712301,27158.3169834873,31313.9355217607,False,False
29579575,2004 Subaru Outback -,2004,275000,Sainte-Madeleine,QC,Automatic,2500,20,400,0.06,0.0036,275,75625,-1722.83530662636,2516.10794621745,5522.82913980395,False,False
29268348,2005 Subaru Outback,2005,325000,-,QC,,2500,19,361,0.07,0.0049,325,105625,-3495.40546458889,1069.17859035113,3699.3402657331,False,False
29375433,2008 Subaru Outback,2008,279000,Toronto,ON,,4400,16,256,0.1,0.01,279,77841,-154.543081512908,3391.19410372593,6754.47697210407,False,False
29553383,2006 Subaru Outback VDC AWD,2006,340000,-,ON,,2900,18,324,0.08,0.0064,340,115600,-3727.7207929908,904.307840342146,3491.96360269003,False,False
29536436,2012 Subaru Outback 3.6 HR,2012,255241,-,ON,,3000,12,144,0.14,0.0196,255.241,65147.968081,5083.58158639545,7969.67484496487,11508.9505364342,True,False
29614671,2011 Subaru Outback,2011,270000,Waterloo,QC,Automatic,6000,13,169,0.13,0.0169,270,72900,3182.87930730239,6241.39825602129,9689.32508621262,False,False
29479950,2011 Subaru Outback 3.6R Prem Pwr Moon,2011,371597,Calgary,AB,Automatic,3200,13,169,0.13,0.0169,371.597,138084.330409,-782.923989136783,3744.52215423694,6133.09905118523,False,False
29585560,2008 Subaru Outback LL bean,2008,123000,-,ON,,7000,16,256,0.1,0.01,123,15129,6140.89439009967,11097.5082403625,16062.2281100483,False,False
29580760,2011 Subaru Outback 2.5,2011,240000,-,ON,,8500,13,169,0.13,0.0169,240,57600,4375.68066636579,7387.70526868711,11145.7827587202,False,False
29609515,2005 Subaru Outback XT,2005,4500,-,MB,Manual,15500,19,361,0.07,0.0049,4.5,20.25,9566.57415189754,19309.0671529739,25213.7119647646,False,False
29396520,2002 Subaru Outback Limited,2002,217000,-,ON,Automatic,5500,22,484,0.04,0.0016,217,47089,689.675325029799,5355.85030998496,8586.95458733747,False,False
29493299,2005 Subaru Outback,2005,167000,-,MB,,4500,19,361,0.07,0.0049,167,27889,2802.35853492739,7401.04487413293,11662.7513751948,False,False
29495379,2002 Subaru Outback,2002,292000,-,AB,Automatic,4200,22,484,0.04,0.0016,292,85264,-2292.74149145209,2482.31248954382,4938.09062668426,False,False
29556929,2003 Subaru Outback,2003,292000,Oxford,AB,Automatic,3500,21,441,0.05,0.0025,292,85264,-2423.39929344044,2139.59989698789,4797.27405323211,False,False
29608409,2008 Subaru Outback 2.5i,2008,237000,-,SK,Automatic,11700,16,256,0.1,0.01,237,56169,1513.98973392931,4969.91575116872,8767.57925488312,False,True
29521957,2017 Subaru Outback 2.5i Limited w/Tech Pkg,2017,136831,Hebbville,NS,Automatic,24995,7,49,0.19,0.0361,136.831,18722.722561,18853.7952030662,22429.6226872048,26437.9228300555,False,False
28802331,2021 Subaru Outback Touring,2021,132883,Cayuga,ON,Automatic,31695,3,9,0.23,0.0529,132.883,17657.891689,29095.7635771073,32530.4707518633,35455.7940788089,False,False
29503119,2009 Subaru Outback,2009,273456,-,QC,,2200,15,225,0.11,0.0121,273.456,74778.183936,897.785694901657,4256.16597420976,7703.29759754016,False,False
29382075,2011 Subaru Outback,2011,204000,Edmonton,AB,Automatic,8500,13,169,0.13,0.0169,204,41616,5820.13940556638,9009.43643232863,13138.0945766261,False,False
29512992,2004 Subaru Outback,2004,259089,-,ON,,3500,20,400,0.06,0.0036,259.089,67127.109921,-1092.32596181488,3084.36168355302,6255.83457201547,False,False
29549828,2012 Subaru Outback Limited Package,2012,313933,Mattawa,ON,Automatic,2750,12,144,0.14,0.0196,313.933,98553.928489,2769.12927791059,6086.86016409138,9017.01815584398,True,False
29470643,2011 Subaru Outback 3.6R,2011,126222,Brossard,QC,Automatic,12499,13,169,0.13,0.0169,126.222,15931.993284,8989.67276478864,13430.0211442239,18353.3590708245,False,False
29503451,2018 Subaru Outback 3.6L V6,2018,149000,-,ON,,18500,6,36,0.2,0.04,149,22201,20633.896319081,23889.8894993546,27537.3112961051,True,False
29560065,"2019 Subaru Outback 2.5i Rear Camera, Fresh Trade,",2019,86758,Regina,SK,Automatic,29990,5,25,0.21,0.0441,86.758,7526.950564,25642.3521492098,30414.5315727323,34427.7761281681,False,False
29372893,2011 Subaru Outback,2011,188000,Pippy Park,NL,,1000,13,169,0.13,0.0169,188,35344,6466.70726024728,9816.40424188656,14109.204581666,True,False
29463570,2021 Subaru Outback Limited XT,2021,16100,-,AB,,42750,3,9,0.23,0.0529,16.1,259.21,33971.4610225233,41360.7819790009,45465.0560065968,False,False
29107646,2006 Subaru Outback,2006,239218,-,ON,,4000,18,324,0.08,0.0064,239.218,57225.251524,240.923024080206,4032.47856877979,7666.75245656689,False,False
29382105,2011 Subaru Outback,2011,204000,Peace River,AB,Automatic,8500,13,169,0.13,0.0169,204,41616,5820.13940556638,9009.43643232863,13138.0945766261,False,False
29596020,2010 Subaru Outback air climatisée,2010,239000,Sainte-Mélanie,QC,Manual,5200,14,196,0.12,0.0144,239,57121,3261.1302745205,6411.52942287847,10212.0572014084,False,False
29554141,2011 Subaru Outback Sport 2.5i Manual,2011,225000,-,QC,Manual,8555,13,169,0.13,0.0169,225,50625,4975.80211530786,8030.79137400938,11943.4896094333,False,False
29362344,2012 Subaru Outback,2012,223141,-,ON,,6700,12,144,0.14,0.0196,223.141,49791.905881,6365.47363247428,9301.37481246772,13171.8281914154,False,False
29603399,2015 Subaru Outback Touring Package,2015,49000,Moncton,NB,Automatic,27900,9,81,0.17,0.0289,49,2401,18426.8761114718,24829.861228363,30113.0699482551,False,False
29330650,2011 Subaru Outback,2011,280000,Edmonton,AB,Automatic,7500,13,169,0.13,0.0169,280,78400,2787.48375467259,5900.73745860786,9245.01135209342,False,False
29245989,2010 Subaru Outback 2.5 i,2010,287000,-,ON,Automatic,5600,14,196,0.12,0.0144,287,82369,1356.88150877041,4657.00595968549,7960.77546629234,False,False
29597204,2005 Subaru Outback XT,2005,291365,"Frelighsburg, Quebec",QC,Automatic,18000,19,361,0.07,0.0049,291.365,84893.563225,-2177.79689705285,1983.72803785058,4964.02965114021,False,True
29433616,"2013 Subaru Outback 2,5i avec Groupe Limited",2013,160900,-,QC,Automatic,13900,11,121,0.15,0.0225,160.9,25888.81,10359.1597318273,13849.5282972337,18267.5314424479,False,False
29208810,2017 Subaru Outback 2.5i Limited w/Tech Pkg,2017,126000,Kelowna,BC,Automatic,28750,7,49,0.19,0.0361,126,15876,19299.1930315881,23120.8342954273,27239.3062573765,False,True
29149347,2012 Subaru Outback,2012,246000,-,NS,,7500,12,144,0.14,0.0196,246,60516,5451.45033720448,8331.16150956319,11965.9194315906,False,False
29426670,2006 Subaru Outback,2006,325000,-,ON,,1000,18,324,0.08,0.0064,325,105625,-3144.13609698372,1236.58239460061,3980.8792780283,False,False
29395400,2021 Subaru Outback Premier,2021,56000,Edmonton,AB,Automatic,42995,3,9,0.23,0.0529,56,3136,32288.7240083029,38026.0054219512,41729.5458813964,False,True
29155311,2008 Subaru Outback,2008,211000,Carleton Heights - Rideauview,ON,Automatic,3500,16,256,0.1,0.01,211,44521,2556.63666036133,6130.39123558405,10195.7663626244,False,False
29517641,2007 Subaru Outback 2.5i,2007,217300,Erin Mills,ON,Automatic,4750,17,289,0.09,0.0081,217.3,47219.29,1630.75701692275,5328.85942298845,9273.82154664529,False,False
29088096,2006 Subaru Outback 3.0,2006,265000,-,MB,Automatic,6500,18,324,0.08,0.0064,265,70225,-784.992183552888,3031.89793823016,6399.72874244363,False,True
29383577,2008 Subaru Outback,2008,262000,-,ON,Automatic,3400,16,256,0.1,0.01,262,68644,518.472732357448,3986.16884843301,7525.55867005083,False,False
29429161,2008 Subaru Outback,2008,287000,-,NS,Manual,2000,16,256,0.1,0.01,287,82369,-470.153955491522,3131.92675864057,6412.20107495804,False,False
29409805,2012 Subaru Outback,2012,282000,Laval,QC,Manual,5000,12,144,0.14,0.0196,282,79524,4023.66064496236,7022.72838939399,10284.8691184625,False,False
29092435,2010 Subaru Outback PZEV,2010,228000,-,ON,Automatic,1100,14,196,0.12,0.0144,228,51984,3701.09806755649,6880.84661540699,10794.7777566453,True,False
29347060,2005 Subaru Outback Outback XT Ltd,2005,189900,Pembroke,ON,Automatic,9200,19,361,0.07,0.0049,189.9,36062.01,1872.52760070148,6162.79645782663,10190.1157608632,False,False
29325279,2016 Subaru Outback,2016,140000,-,QC,Automatic,20000,8,64,0.18,0.0324,140,19600,16605.3868919018,20194.1496775026,24377.8396318106,False,False
29360949,2010 Subaru Outback 2.5i Sport w/Limited Pkg/Multimedia,2010,230600,Milton,ON,Automatic,6999,14,196,0.12,0.0144,230.6,53176.36,3596.98529255025,6767.65438908123,10654.7958074689,False,False
